10 Insert 20 20
10 Quick 27 93
10 Hybrid 19 34
10 Merge 22 34
10 MySort 27 22
10 DPQuick 29 48
20 Insert 127 129
20 Quick 65 96
20 Hybrid 92 91
20 Merge 65 88
20 MySort 70 65
20 DPQuick 73 147
30 Insert 230 232
30 Quick 124 228
30 Hybrid 169 220
30 Merge 116 148
30 MySort 141 133
30 DPQuick 150 219
40 Insert 465 468
40 Quick 186 315
40 Hybrid 290 300
40 Merge 169 216
40 MySort 191 187
40 DPQuick 167 366
50 Insert 586 591
50 Quick 217 399
50 Hybrid 315 360
50 Merge 220 286
50 MySort 274 280
50 DPQuick 255 474
