29000 Quick 509607.56 829068.57
29000 Hybrid 565579.39 790197.46
29000 Merge 393623.44 431232
29000 MySort 438129.03 438027.6
29000 DPQuick 512735.49 685119.9
30000 Quick 536762.07 854871.57
30000 Hybrid 594288.27 814345.6
30000 Merge 408607.36 447232
30000 MySort 455002.68 454900.39
30000 DPQuick 536287.96 718263.03
31000 Quick 557931.84 899773.26
31000 Hybrid 617565.2 858367.73
31000 Merge 423578.28 463232
31000 MySort 471405.5 471314.17
31000 DPQuick 552463.57 741008.64
32000 Quick 573254.23 922433.52
32000 Hybrid 634774.27 879455.05
32000 Merge 438571.76 479232
32000 MySort 487866.2 487806.98
32000 DPQuick 572381.93 760633.77
33000 Quick 592177.5 967444.05
33000 Hybrid 655720.25 923152.61
33000 Merge 453661.42 495464
33000 MySort 504525.15 504462.49
33000 DPQuick 590565.68 791643.15
34000 Quick 613049.6 985152.21
34000 Hybrid 678517.97 939563.95
34000 Merge 469071.67 512464
34000 MySort 522397.41 522349.21
34000 DPQuick 612068.16 822185.52
35000 Quick 630636.89 1021486.95
35000 Hybrid 697986.84 974318.54
35000 Merge 484482.45 529464
35000 MySort 538841.26 538774.3
35000 DPQuick 631414.43 842978.13
36000 Quick 652922.83 1053577.74
36000 Hybrid 722202.27 1005111.21
36000 Merge 499907.02 546464
36000 MySort 556022.63 555976.37
36000 DPQuick 651921.99 871065.09
37000 Quick 674839.61 1084812.18
37000 Hybrid 746149.61 1035205.81
37000 Merge 515345.69 563464
37000 MySort 572710.76 572630.61
37000 DPQuick 675180.63 902437.5
38000 Quick 690566.59 1112538.78
38000 Hybrid 763622.52 1061510.27
38000 Merge 530828.98 580464
38000 MySort 589699.03 589578.27
38000 DPQuick 691479.55 923476.86
39000 Quick 716382.1 1155573.09
39000 Hybrid 791277.26 1102978.59
39000 Merge 546294.68 597464
39000 MySort 606405.88 606311.87
39000 DPQuick 712990.63 956195.61
40000 Quick 731124.94 1174960.02
40000 Hybrid 808411.63 1121644.7
40000 Merge 561804.92 614464
40000 MySort 623750.23 623628.87
40000 DPQuick 736168.87 983362.23
41000 Quick 754738.6 1219421.67
41000 Hybrid 833707.07 1164640.96
41000 Merge 577292.13 631464
41000 MySort 640938.77 640856.66
41000 DPQuick 750215.58 1006985.16
42000 Quick 778083.42 1245920.31
42000 Hybrid 859021.95 1189716.94
42000 Merge 592894.67 648464
42000 MySort 658055.85 657954.77
42000 DPQuick 776072.73 1040562.96
43000 Quick 797096.21 1277791.29
43000 Hybrid 879855.63 1219961.01
43000 Merge 608512.41 665464
43000 MySort 675189.38 675046.3
43000 DPQuick 793834.12 1061210.58
44000 Quick 818239.81 1312164.54
44000 Hybrid 902834.94 1252663.59
44000 Merge 624115.01 682464
44000 MySort 693872.43 693795.87
44000 DPQuick 816520.53 1090422.09
45000 Quick 839640.83 1356773.61
45000 Hybrid 926139.65 1296121.7
45000 Merge 639741.85 699464
45000 MySort 709930.17 709786.68
45000 DPQuick 835138.94 1120274.76
46000 Quick 857468.9 1381303.59
46000 Hybrid 946082.81 1319764.67
46000 Merge 655395.51 716464
46000 MySort 728739.08 728635.91
46000 DPQuick 851492.97 1141430.58
47000 Quick 875686.28 1414469.19
47000 Hybrid 965949.83 1351006.99
47000 Merge 671022.24 733464
47000 MySort 745612.37 745479.68
47000 DPQuick 877376.46 1172385.78
48000 Quick 897450.24 1436405.58
48000 Hybrid 990042.49 1372239.24
48000 Merge 686688.82 750464
48000 MySort 762942.55 762831.77
48000 DPQuick 894855.42 1201334.82
49000 Quick 917362.71 1470685.95
49000 Hybrid 1011603.78 1404803.59
49000 Merge 702367.96 767464
49000 MySort 780432.52 780386.59
49000 DPQuick 920904.53 1225807.89
50000 Quick 941871.11 1511953.98
50000 Hybrid 1037999.97 1444780.88
50000 Merge 718175.5 784464
50000 MySort 797389.22 797276.25
50000 DPQuick 941105.31 1252889.55
