1000 Quick 11026 18904.8
1000 Hybrid 12980.9 17590.9
1000 Merge 8706.8 9976
1000 MySort 9879 9901
1000 DPQuick 10976.4 15843.9
2000 Quick 25270.5 42286.5
2000 Hybrid 29110.7 39555.7
2000 Merge 19415 21952
2000 MySort 21729.5 21720.1
2000 DPQuick 24994.4 35739.6
3000 Quick 39572.5 62570.4
3000 Hybrid 45415 58523.3
3000 Merge 30940.9 34904
3000 MySort 34995.8 34962.3
3000 DPQuick 39154.4 53797.8
4000 Quick 56005.7 92376
4000 Hybrid 63608.9 86832.6
4000 Merge 42824.9 47904
4000 MySort 47802.6 47790.5
4000 DPQuick 55512.3 76030.5
5000 Quick 70358.1 113372.1
5000 Hybrid 79897.6 106639.7
5000 Merge 55239.9 61808
5000 MySort 61712.8 61693.2
5000 DPQuick 72182.1 96820.5
6000 Quick 87012.5 143712
6000 Hybrid 98813.3 135775.3
6000 Merge 67824.1 75808
6000 MySort 75824.4 75825.4
6000 DPQuick 87356.2 119081.4
7000 Quick 104828.3 172670.7
7000 Hybrid 118193.1 162924.5
7000 Merge 80653.3 89808
7000 MySort 90245.1 90190.9
7000 DPQuick 104835.7 137105.4
8000 Quick 119285.5 197490.9
8000 Hybrid 135025.9 187207.3
8000 Merge 93638.4 103808
8000 MySort 104597 104626.5
8000 DPQuick 119809.1 165579.3
9000 Quick 136558.9 223198.5
9000 Hybrid 153966.8 211069.5
9000 Merge 106962.7 118616
9000 MySort 119517.6 119515.2
9000 DPQuick 137212.9 185076.9
10000 Quick 155454.5 249019.8
10000 Hybrid 174658.8 235554
10000 Merge 120448.2 133616
10000 MySort 134721.3 134696.7
10000 DPQuick 152953.9 211367.7
11000 Quick 176156.9 289086.6
11000 Hybrid 197439.8 274363.2
11000 Merge 134063.4 148616
11000 MySort 148595.5 148529.6
11000 DPQuick 173573.4 239070
12000 Quick 190051.2 324592.8
12000 Hybrid 213176.4 308300.8
12000 Merge 147687.4 163616
12000 MySort 165049.3 164997.8
