1000 Quick 9991 17508
1000 Hybrid 11757 16136
1000 Merge 8704 9976
1000 MySort 9547 9507
1000 DPQuick 10435 15264
2000 Quick 25470 41310
2000 Hybrid 29622 39150
2000 Merge 19371 21952
2000 MySort 21443 21467
2000 DPQuick 22920 35751
3000 Quick 37299 63405
3000 Hybrid 42815 59491
3000 Merge 30964 34904
3000 MySort 34370 34325
3000 DPQuick 38094 56502
4000 Quick 53909 77883
4000 Hybrid 61385 72652
4000 Merge 42845 47904
4000 MySort 48579 48662
4000 DPQuick 54547 73983
5000 Quick 69434 113814
5000 Hybrid 79482 107520
5000 Merge 55182 61808
5000 MySort 62553 62736
5000 DPQuick 69321 97677
6000 Quick 80527 129648
6000 Hybrid 92027 121379
6000 Merge 67863 75808
6000 MySort 76374 76130
6000 DPQuick 89591 127899
7000 Quick 102133 179055
7000 Hybrid 116098 170094
7000 Merge 80728 89808
7000 MySort 88733 88786
7000 DPQuick 108018 153900
8000 Quick 129231 207804
8000 Hybrid 145000 197419
8000 Merge 93722 103808
8000 MySort 103716 103468
8000 DPQuick 115583 158925
9000 Quick 145278 257517
9000 Hybrid 162470 245421
9000 Merge 106925 118616
9000 MySort 119287 119197
9000 DPQuick 132836 198165
10000 Quick 143743 228486
10000 Hybrid 162889 215629
10000 Merge 120471 133616
10000 MySort 134244 134251
10000 DPQuick 162259 228777
11000 Quick 178847 293571
11000 Hybrid 201091 280119
11000 Merge 134037 148616
11000 MySort 148006 147720
11000 DPQuick 168581 230136
12000 Quick 192879 304386
12000 Hybrid 216281 288267
12000 Merge 147723 163616
12000 MySort 164202 164060
12000 DPQuick 197276 276417
13000 Quick 201314 323661
13000 Hybrid 225473 305276
13000 Merge 161472 178616
13000 MySort 179685 179407
13000 DPQuick 203236 292215
14000 Quick 229025 332007
14000 Hybrid 255063 312993
14000 Merge 175327 193616
14000 MySort 194898 194576
14000 DPQuick 235262 311937
15000 Quick 247588 435810
15000 Hybrid 275850 415047
15000 Merge 189232 208616
15000 MySort 210609 210581
